Retailer,Retailer_ID,Invoice_Date,Sales_Quater,State,City,Product,Price_per_Unit,Units_Sold,Sales_Method,Total_Sales,Operating_Cost,Operating_Profit,Operating_Margin
Ajio,1002,05-11-2024,Q4,Karnataka,Bangalore,Running Shoes,10984.22,9,Store,98857.98,75034.4,23823.58,24.00%
Myntra,1019,05-11-2024,Q2,Tamil Nadu,Chennai,Running Shoes,2570.54,4,Store,10282.16,8178.47,2103.69,20.00%
Flipkart,1024,05-11-2024,Q2,Delhi,Delhi,T Shirt,4045.89,4,Store,16183.56,13154.43,3029.13,19.00%
Myntra,1015,05-11-2024,Q2,Maharashtra,Mumbai,T Shirt,10243.55,4,Store,40974.2,32711.38,8262.82,20.00%
Flipkart,1042,05-11-2024,Q1,Kerala,Kochi,Running Shoes,3167.67,7,Online,22173.69,15668.08,6505.61,29.00%
Myntra,1044,05-11-2024,Q1,Karnataka,Bangalore,Shorts,5232.23,1,Store,5232.23,4272.19,960.04,18.00%
Flipkart,1048,05-11-2024,Q4,Tamil Nadu,Chennai,Shorts,2063.62,9,Online,18572.58,17316.64,1255.94,7.00%
Nike Store,1003,05-11-2024,Q2,Tamil Nadu,Chennai,Sneakers,11120.57,9,Store,100085.13,88537.31,11547.82,12.00%
Ajio,1011,05-11-2024,Q4,Kerala,Kochi,Shorts,4858.71,3,Online,14576.13,11201.54,3374.59,23.00%
Nike Store,1011,05-11-2024,Q2,Delhi,Delhi,Running Shoes,5992.91,5,Online,29964.55,25758.66,4205.89,14.00%
Ajio,1016,05-11-2024,Q1,Kerala,Kochi,Jacket,5658.15,5,Online,28290.75,26865.19,1425.56,5.00%
Amazon,1042,05-11-2024,Q2,Delhi,Delhi,T Shirt,6235.75,6,Store,37414.5,27297.75,10116.75,27.00%
Ajio,1008,05-11-2024,Q1,Kerala,Kochi,Running Shoes,2433.35,6,Store,14600.1,12861.67,1738.43,12.00%
Myntra,1008,05-11-2024,Q3,Tamil Nadu,Chennai,T Shirt,8275.18,7,Store,57926.26,45417.42,12508.84,22.00%
Amazon,1048,05-11-2024,Q4,Delhi,Delhi,Sneakers,6664.59,6,Store,39987.54,37790.76,2196.78,5.00%
Nike Store,1008,05-11-2024,Q4,Tamil Nadu,Chennai,Jacket,2860.99,5,Store,14304.95,12796.5,1508.45,11.00%
Ajio,1023,05-11-2024,Q2,Maharashtra,Mumbai,T Shirt,2696.6,3,Online,8089.8,7516.88,572.92,7.00%
Ajio,1048,05-11-2024,Q1,Karnataka,Bangalore,Running Shoes,9611.45,1,Online,9611.45,7292.88,2318.57,24.00%
Myntra,1017,05-11-2024,Q2,Kerala,Kochi,Running Shoes,2058.14,1,Store,2058.14,1491.21,566.93,28.00%
Myntra,1037,05-11-2024,Q2,Karnataka,Bangalore,T Shirt,5239.88,7,Store,36679.16,26913.12,9766.04,27.00%
Myntra,1005,05-11-2024,Q3,Tamil Nadu,Chennai,Sneakers,10593.37,4,Online,42373.48,34488.24,7885.24,19.00%
Nike Store,1019,06-11-2024,Q3,Kerala,Kochi,Running Shoes,2411.63,4,Store,9646.52,7570.61,2075.91,22.00%
Myntra,1002,06-11-2024,Q4,Kerala,Kochi,T Shirt,4590.14,8,Store,36721.12,27849.76,8871.36,24.00%
Amazon,1036,06-11-2024,Q1,Kerala,Kochi,Shorts,7903.11,3,Store,23709.33,18771.21,4938.12,21.00%
Flipkart,1005,06-11-2024,Q2,Tamil Nadu,Chennai,Sneakers,10148.48,4,Online,40593.92,38023.87,2570.05,6.00%
Flipkart,1013,06-11-2024,Q2,Delhi,Delhi,T Shirt,9004.14,2,Online,18008.28,12779.64,5228.64,29.00%
Amazon,1034,06-11-2024,Q4,Kerala,Kochi,Jacket,7655.92,9,Store,68903.28,51481.88,17421.4,25.00%
Flipkart,1002,06-11-2024,Q3,Maharashtra,Mumbai,Sneakers,11859.48,7,Store,83016.36,59935.48,23080.88,28.00%
Amazon,1009,06-11-2024,Q1,Kerala,Kochi,Jacket,6789.91,2,Store,13579.82,11883.43,1696.39,12.00%
Ajio,1044,06-11-2024,Q4,Tamil Nadu,Chennai,Jacket,4618.73,8,Store,36949.84,27456.44,9493.4,26.00%
Myntra,1046,06-11-2024,Q1,Karnataka,Bangalore,Sneakers,3467.21,7,Store,24270.47,19429.97,4840.5,20.00%
Flipkart,1027,06-11-2024,Q3,Maharashtra,Mumbai,Sneakers,4362.69,9,Online,39264.21,30589.91,8674.3,22.00%
Amazon,1024,06-11-2024,Q3,Kerala,Kochi,Sneakers,4333.8,1,Store,4333.8,3564.02,769.78,18.00%
Ajio,1017,06-11-2024,Q2,Tamil Nadu,Chennai,T Shirt,9545.02,7,Store,66815.14,52665.94,14149.2,21.00%
Flipkart,1009,06-11-2024,Q3,Maharashtra,Mumbai,Sneakers,7208.28,8,Store,57666.24,48577.85,9088.39,16.00%
Nike Store,1046,06-11-2024,Q2,Karnataka,Bangalore,Sneakers,11458.43,6,Online,68750.58,50910.57,17840.01,26.00%
Myntra,1029,06-11-2024,Q1,Tamil Nadu,Chennai,Sneakers,8253.31,8,Online,66026.48,49441.19,16585.29,25.00%
Myntra,1014,06-11-2024,Q3,Tamil Nadu,Chennai,Running Shoes,11997.66,6,Online,71985.96,65079.82,6906.14,10.00%
Ajio,1023,06-11-2024,Q3,Delhi,Delhi,Jacket,4177.19,1,Online,4177.19,3193.35,983.84,24.00%
Flipkart,1049,06-11-2024,Q3,Delhi,Delhi,Sneakers,4115.48,8,Online,32923.84,27205.18,5718.66,17.00%
Flipkart,1020,06-11-2024,Q3,Delhi,Delhi,Running Shoes,7818.66,7,Store,54730.62,48277.25,6453.37,12.00%
Flipkart,1043,06-11-2024,Q3,Karnataka,Bangalore,Jacket,3691.36,1,Online,3691.36,3369.32,322.04,9.00%
Amazon,1034,06-11-2024,Q4,Maharashtra,Mumbai,Running Shoes,6248.95,2,Online,12497.9,9367.61,3130.29,25.00%
Amazon,1033,07-11-2024,Q2,Delhi,Delhi,Sneakers,5433.44,4,Store,21733.76,20021.11,1712.65,8.00%
Ajio,1037,07-11-2024,Q4,Kerala,Kochi,T Shirt,6379.16,5,Store,31895.8,29230.33,2665.47,8.00%
Flipkart,1032,07-11-2024,Q3,Karnataka,Bangalore,Running Shoes,7248.38,4,Store,28993.52,24376.12,4617.4,16.00%
Ajio,1030,07-11-2024,Q1,Karnataka,Bangalore,Sneakers,9794.4,9,Online,88149.6,68244.92,19904.68,23.00%
Nike Store,1043,07-11-2024,Q4,Maharashtra,Mumbai,Running Shoes,2729.6,5,Store,13648,10969.98,2678.02,20.00%
Nike Store,1049,07-11-2024,Q4,Kerala,Kochi,Shorts,8507.58,8,Online,68060.64,48956.41,19104.23,28.00%
Flipkart,1002,07-11-2024,Q1,Maharashtra,Mumbai,T Shirt,6629.09,4,Store,26516.36,23207.15,3309.21,12.00%
Nike Store,1029,07-11-2024,Q2,Karnataka,Bangalore,T Shirt,9460.08,6,Store,56760.48,53546.1,3214.38,6.00%
Myntra,1001,07-11-2024,Q4,Tamil Nadu,Chennai,Jacket,7991.25,1,Store,7991.25,6190.13,1801.12,23.00%
Amazon,1047,07-11-2024,Q2,Kerala,Kochi,Running Shoes,11238.7,7,Store,78670.9,70504.14,8166.76,10.00%
Myntra,1024,07-11-2024,Q2,Tamil Nadu,Chennai,Shorts,5997.13,5,Store,29985.65,23722.57,6263.08,21.00%
Ajio,1002,07-11-2024,Q3,Tamil Nadu,Chennai,Sneakers,9805.27,6,Online,58831.62,53715.82,5115.8,9.00%
Nike Store,1041,07-11-2024,Q4,Karnataka,Bangalore,Running Shoes,2847.76,6,Store,17086.56,12207.77,4878.79,29.00%
Ajio,1013,07-11-2024,Q1,Delhi,Delhi,Shorts,2231.13,2,Store,4462.26,3850.16,612.1,14.00%
Amazon,1000,07-11-2024,Q3,Kerala,Kochi,Sneakers,3818.52,8,Online,30548.16,26258.84,4289.32,14.00%
Myntra,1010,07-11-2024,Q2,Kerala,Kochi,T Shirt,8299.31,7,Store,58095.17,41283.51,16811.66,29.00%
Myntra,1042,07-11-2024,Q4,Karnataka,Bangalore,Sneakers,3748.24,3,Online,11244.72,8007.36,3237.36,29.00%
Flipkart,1005,07-11-2024,Q4,Maharashtra,Mumbai,Shorts,3590.18,3,Online,10770.54,8485,2285.54,21.00%
Ajio,1046,08-11-2024,Q2,Kerala,Kochi,Shorts,5521.19,9,Store,49690.71,37445.2,12245.51,25.00%
Amazon,1049,08-11-2024,Q3,Maharashtra,Mumbai,Shorts,3267.56,5,Store,16337.8,12601.4,3736.4,23.00%
Flipkart,1019,08-11-2024,Q3,Delhi,Delhi,Sneakers,2162.12,2,Store,4324.24,3625.39,698.85,16.00%
Nike Store,1002,08-11-2024,Q2,Tamil Nadu,Chennai,Jacket,11508.71,8,Store,92069.68,73133.26,18936.42,21.00%
Amazon,1022,08-11-2024,Q1,Maharashtra,Mumbai,Shorts,11476.89,7,Online,80338.23,57749.01,22589.22,28.00%
Ajio,1011,08-11-2024,Q4,Delhi,Delhi,Sneakers,9254.9,7,Store,64784.3,56388.65,8395.65,13.00%
Nike Store,1032,08-11-2024,Q2,Maharashtra,Mumbai,Jacket,11093.23,8,Store,88745.84,83616.3,5129.54,6.00%
Amazon,1025,08-11-2024,Q4,Delhi,Delhi,Jacket,11886.87,8,Store,95094.96,80963.84,14131.12,15.00%
Myntra,1008,08-11-2024,Q3,Tamil Nadu,Chennai,Sneakers,9607.73,1,Store,9607.73,7357.12,2250.61,23.00%
Flipkart,1007,08-11-2024,Q2,Kerala,Kochi,Jacket,10486.67,1,Store,10486.67,9529.7,956.97,9.00%
Amazon,1023,08-11-2024,Q2,Kerala,Kochi,T Shirt,4600.74,3,Store,13802.22,12843.27,958.95,7.00%
Nike Store,1040,08-11-2024,Q3,Kerala,Kochi,T Shirt,5287.99,3,Online,15863.97,11526.97,4337,27.00%
Myntra,1020,08-11-2024,Q1,Kerala,Kochi,Running Shoes,6115.14,9,Store,55036.26,42001.34,13034.92,24.00%
Myntra,1030,08-11-2024,Q4,Kerala,Kochi,Jacket,5964.61,3,Store,17893.83,16483.52,1410.31,8.00%
Myntra,1032,08-11-2024,Q1,Kerala,Kochi,Shorts,4210.47,6,Store,25262.82,18174.8,7088.02,28.00%
Amazon,1016,08-11-2024,Q4,Delhi,Delhi,T Shirt,9085.66,8,Store,72685.28,55570.62,17114.66,24.00%
Flipkart,1047,08-11-2024,Q1,Kerala,Kochi,Shorts,2677.68,5,Online,13388.4,12109.27,1279.13,10.00%
Ajio,1014,08-11-2024,Q2,Karnataka,Bangalore,T Shirt,4269.31,7,Online,29885.17,26090.58,3794.59,13.00%
Flipkart,1025,08-11-2024,Q2,Maharashtra,Mumbai,Jacket,2265.43,2,Online,4530.86,4233.06,297.8,7.00%
Flipkart,1010,08-11-2024,Q2,Delhi,Delhi,Running Shoes,9235.03,6,Online,55410.18,49928.24,5481.94,10.00%
Myntra,1030,08-11-2024,Q4,Kerala,Kochi,Running Shoes,11297.96,4,Store,45191.84,34426.77,10765.07,24.00%
Ajio,1002,08-11-2024,Q2,Maharashtra,Mumbai,T Shirt,4579.34,3,Store,13738.02,11441.55,2296.47,17.00%
Flipkart,1038,08-11-2024,Q2,Delhi,Delhi,Jacket,10561.98,4,Store,42247.92,37251.54,4996.38,12.00%
Flipkart,1002,09-11-2024,Q2,Tamil Nadu,Chennai,Shorts,6262.88,7,Online,43840.16,31664.52,12175.64,28.00%
Amazon,1019,09-11-2024,Q1,Delhi,Delhi,Sneakers,8246.22,7,Online,57723.54,43393.64,14329.9,25.00%
Myntra,1000,09-11-2024,Q2,Kerala,Kochi,Shorts,10399.45,6,Store,62396.7,56054.08,6342.62,10.00%
Myntra,1042,09-11-2024,Q2,Delhi,Delhi,T Shirt,8193.71,5,Store,40968.55,30107.45,10861.1,27.00%
Myntra,1002,09-11-2024,Q2,Delhi,Delhi,Sneakers,6971.92,4,Store,27887.68,22053.11,5834.57,21.00%
Myntra,1021,09-11-2024,Q4,Delhi,Delhi,Jacket,11177.36,7,Store,78241.52,64660.53,13580.99,17.00%
Flipkart,1006,09-11-2024,Q4,Delhi,Delhi,Shorts,7798.77,5,Store,38993.85,35628.5,3365.35,9.00%
Ajio,1016,09-11-2024,Q3,Karnataka,Bangalore,Shorts,2512.46,6,Store,15074.76,13616.43,1458.33,10.00%
Amazon,1041,09-11-2024,Q3,Karnataka,Bangalore,T Shirt,6910.41,5,Online,34552.05,25891.21,8660.84,25.00%
Flipkart,1024,09-11-2024,Q1,Delhi,Delhi,Sneakers,8066.89,3,Online,24200.67,22851.07,1349.6,6.00%
Amazon,1008,09-11-2024,Q2,Tamil Nadu,Chennai,T Shirt,11725.44,9,Online,105528.96,78787.9,26741.06,25.00%
Nike Store,1025,09-11-2024,Q3,Kerala,Kochi,Running Shoes,2457.56,1,Store,2457.56,1972.04,485.52,20.00%
Amazon,1006,09-11-2024,Q3,Tamil Nadu,Chennai,Sneakers,11644.37,4,Online,46577.48,40585.34,5992.14,13.00%
Ajio,1031,09-11-2024,Q2,Maharashtra,Mumbai,Shorts,10527.27,3,Online,31581.81,24655.36,6926.45,22.00%
Nike Store,1042,09-11-2024,Q3,Karnataka,Bangalore,Shorts,4610.08,3,Online,13830.24,10700,3130.24,23.00%
Nike Store,1001,09-11-2024,Q4,Maharashtra,Mumbai,Sneakers,2567.75,3,Store,7703.25,5995.43,1707.82,22.00%
Nike Store,1037,09-11-2024,Q1,Karnataka,Bangalore,Jacket,3241.33,4,Store,12965.32,9818.21,3147.11,24.00%
Ajio,1030,09-11-2024,Q1,Maharashtra,Mumbai,Shorts,2615.19,3,Store,7845.57,5746.46,2099.11,27.00%
Myntra,1007,09-11-2024,Q3,Delhi,Delhi,Sneakers,10784.11,1,Online,10784.11,8490.93,2293.18,21.00%
Myntra,1009,10-11-2024,Q1,Delhi,Delhi,Jacket,11818.73,5,Online,59093.65,52035.08,7058.57,12.00%
Amazon,1042,10-11-2024,Q1,Tamil Nadu,Chennai,Jacket,8009.85,5,Online,40049.25,29996.07,10053.18,25.00%
Nike Store,1001,10-11-2024,Q2,Maharashtra,Mumbai,Running Shoes,9368.89,7,Online,65582.23,50638.68,14943.55,23.00%
Amazon,1039,10-11-2024,Q2,Delhi,Delhi,Sneakers,7549.01,7,Store,52843.07,37593.65,15249.42,29.00%
Amazon,1010,10-11-2024,Q2,Tamil Nadu,Chennai,Sneakers,10560.26,1,Online,10560.26,9086.79,1473.47,14.00%
Nike Store,1013,10-11-2024,Q4,Delhi,Delhi,Sneakers,10208.22,1,Online,10208.22,8521.7,1686.52,17.00%
Amazon,1030,10-11-2024,Q1,Maharashtra,Mumbai,Jacket,6187.54,7,Online,43312.78,33035.42,10277.36,24.00%
Amazon,1011,10-11-2024,Q4,Karnataka,Bangalore,Running Shoes,5473.52,4,Online,21894.08,19989.37,1904.71,9.00%
Amazon,1030,10-11-2024,Q4,Karnataka,Bangalore,Shorts,4893.69,2,Online,9787.38,7970.3,1817.08,19.00%
Nike Store,1032,10-11-2024,Q2,Karnataka,Bangalore,Jacket,11133.72,7,Online,77936.04,65813.8,12122.24,16.00%
Nike Store,1039,10-11-2024,Q1,Kerala,Kochi,Sneakers,7985,9,Store,71865,62569.76,9295.24,13.00%
Amazon,1006,10-11-2024,Q2,Tamil Nadu,Chennai,Shorts,6380.72,1,Online,6380.72,6028.81,351.91,6.00%
Myntra,1020,10-11-2024,Q2,Tamil Nadu,Chennai,T Shirt,10174.1,7,Store,71218.7,64835.92,6382.78,9.00%
Myntra,1024,10-11-2024,Q1,Kerala,Kochi,Shorts,8587.51,4,Store,34350.04,31095.66,3254.38,9.00%
Myntra,1049,10-11-2024,Q2,Delhi,Delhi,Sneakers,9211.75,4,Store,36847,31470.84,5376.16,15.00%
Ajio,1024,10-11-2024,Q3,Delhi,Delhi,Sneakers,10563.29,3,Store,31689.87,23483.74,8206.13,26.00%
Flipkart,1030,10-11-2024,Q2,Karnataka,Bangalore,Jacket,4860.13,5,Store,24300.65,17044.5,7256.15,30.00%
Nike Store,1021,10-11-2024,Q2,Delhi,Delhi,Running Shoes,9264.9,8,Online,74119.2,61227.58,12891.62,17.00%
Nike Store,1019,10-11-2024,Q2,Maharashtra,Mumbai,Shorts,4635.89,8,Store,37087.12,31082.79,6004.33,16.00%
Ajio,1034,10-11-2024,Q4,Tamil Nadu,Chennai,Running Shoes,4428.66,9,Online,39857.94,29240.96,10616.98,27.00%
Nike Store,1017,10-11-2024,Q3,Delhi,Delhi,Shorts,6527.21,6,Online,39163.26,33933.68,5229.58,13.00%
Ajio,1016,10-11-2024,Q2,Tamil Nadu,Chennai,Running Shoes,11763.18,8,Store,94105.44,67178.56,26926.88,29.00%
Myntra,1034,11-11-2024,Q1,Delhi,Delhi,Jacket,6547.39,7,Online,45831.73,43312.82,2518.91,5.00%
Amazon,1044,11-11-2024,Q2,Tamil Nadu,Chennai,Sneakers,8981.86,4,Store,35927.44,27267.28,8660.16,24.00%
Nike Store,1000,11-11-2024,Q1,Kerala,Kochi,Jacket,5647.35,8,Online,45178.8,33570.83,11607.97,26.00%
Amazon,1031,11-11-2024,Q2,Maharashtra,Mumbai,Sneakers,5848.73,8,Store,46789.84,41440.14,5349.7,11.00%
Amazon,1032,11-11-2024,Q3,Delhi,Delhi,Jacket,2250.89,6,Store,13505.34,12039.49,1465.85,11.00%
Nike Store,1038,11-11-2024,Q1,Tamil Nadu,Chennai,Shorts,9770.12,2,Online,19540.24,18505.65,1034.59,5.00%
Flipkart,1024,11-11-2024,Q2,Delhi,Delhi,Sneakers,8722.85,9,Online,78505.65,56410.19,22095.46,28.00%
Nike Store,1040,11-11-2024,Q4,Maharashtra,Mumbai,Sneakers,9001.85,4,Online,36007.4,29326.92,6680.48,19.00%
Nike Store,1046,11-11-2024,Q4,Delhi,Delhi,Jacket,2786.62,6,Store,16719.72,15082.74,1636.98,10.00%
Amazon,1019,11-11-2024,Q1,Maharashtra,Mumbai,T Shirt,9942.77,4,Store,39771.08,31318.16,8452.92,21.00%
Flipkart,1010,11-11-2024,Q3,Tamil Nadu,Chennai,Shorts,8245.57,9,Store,74210.13,54229.97,19980.16,27.00%
Nike Store,1010,11-11-2024,Q1,Kerala,Kochi,Running Shoes,9403.21,5,Store,47016.05,42066.9,4949.15,11.00%
Ajio,1030,11-11-2024,Q1,Karnataka,Bangalore,Sneakers,4473.36,7,Online,31313.52,24100.16,7213.36,23.00%
Amazon,1022,11-11-2024,Q4,Tamil Nadu,Chennai,Sneakers,6183.58,4,Store,24734.32,23253.49,1480.83,6.00%
Myntra,1004,11-11-2024,Q1,Tamil Nadu,Chennai,Sneakers,11762.57,8,Online,94100.56,82758.44,11342.12,12.00%
Ajio,1040,11-11-2024,Q4,Kerala,Kochi,Jacket,6282.09,6,Online,37692.54,26429.49,11263.05,30.00%
Ajio,1043,11-11-2024,Q2,Tamil Nadu,Chennai,Running Shoes,8521.41,1,Store,8521.41,8010.08,511.33,6.00%
Flipkart,1013,11-11-2024,Q1,Karnataka,Bangalore,Jacket,6331.67,8,Store,50653.36,38118.95,12534.41,25.00%
Amazon,1047,12-11-2024,Q3,Kerala,Kochi,Jacket,10319.47,7,Online,72236.29,62324.1,9912.19,14.00%
Nike Store,1003,12-11-2024,Q4,Tamil Nadu,Chennai,Sneakers,4113.8,8,Store,32910.4,28725.98,4184.42,13.00%
Nike Store,1030,12-11-2024,Q3,Tamil Nadu,Chennai,Shorts,8018.82,7,Store,56131.74,47645.24,8486.5,15.00%
Myntra,1022,12-11-2024,Q2,Maharashtra,Mumbai,Jacket,7817.55,6,Store,46905.3,35573.66,11331.64,24.00%
Nike Store,1026,12-11-2024,Q2,Maharashtra,Mumbai,Shorts,5102.37,1,Online,5102.37,4227.29,875.08,17.00%
Nike Store,1045,12-11-2024,Q3,Maharashtra,Mumbai,Sneakers,2784.36,4,Store,11137.44,8925.57,2211.87,20.00%
Myntra,1035,12-11-2024,Q2,Tamil Nadu,Chennai,Running Shoes,6350.61,4,Store,25402.44,22800.62,2601.82,10.00%
Nike Store,1005,12-11-2024,Q3,Maharashtra,Mumbai,T Shirt,10842.23,2,Store,21684.46,19088.43,2596.03,12.00%
Myntra,1031,12-11-2024,Q4,Tamil Nadu,Chennai,Running Shoes,7576.86,5,Online,37884.3,28588.39,9295.91,25.00%
Nike Store,1015,12-11-2024,Q2,Delhi,Delhi,Running Shoes,7113.04,4,Store,28452.16,24235.09,4217.07,15.00%
Ajio,1043,12-11-2024,Q4,Maharashtra,Mumbai,Sneakers,2940.11,1,Online,2940.11,2425.14,514.97,18.00%
Nike Store,1020,12-11-2024,Q4,Kerala,Kochi,Running Shoes,3449.25,2,Store,6898.5,5693.32,1205.18,17.00%
Myntra,1035,12-11-2024,Q4,Tamil Nadu,Chennai,T Shirt,5639.53,7,Store,39476.71,34490.98,4985.73,13.00%
Amazon,1033,12-11-2024,Q2,Karnataka,Bangalore,Sneakers,2380.6,9,Online,21425.4,17147.17,4278.23,20.00%
Amazon,1012,12-11-2024,Q2,Maharashtra,Mumbai,Running Shoes,3658.48,9,Store,32926.32,27314.34,5611.98,17.00%
Myntra,1009,12-11-2024,Q3,Kerala,Kochi,Jacket,2187.88,5,Online,10939.4,8755.46,2183.94,20.00%
Amazon,1029,12-11-2024,Q2,Kerala,Kochi,Jacket,9526.59,3,Store,28579.77,20958.99,7620.78,27.00%
Flipkart,1037,12-11-2024,Q2,Tamil Nadu,Chennai,Sneakers,6219.75,5,Online,31098.75,22891.77,8206.98,26.00%
Flipkart,1041,12-11-2024,Q4,Karnataka,Bangalore,Sneakers,10649.38,8,Store,85195.04,62500.03,22695.01,27.00%
Flipkart,1037,12-11-2024,Q2,Karnataka,Bangalore,Running Shoes,9647.12,5,Store,48235.6,35016.95,13218.65,27.00%
Ajio,1025,12-11-2024,Q1,Tamil Nadu,Chennai,T Shirt,3149.67,3,Store,9449.01,7686.19,1762.82,19.00%
Flipkart,1040,13-11-2024,Q1,Karnataka,Bangalore,Jacket,2732.09,3,Store,8196.27,7110.99,1085.28,13.00%
Nike Store,1018,13-11-2024,Q2,Kerala,Kochi,Sneakers,11281.94,7,Online,78973.58,62410.66,16562.92,21.00%
Flipkart,1043,13-11-2024,Q4,Tamil Nadu,Chennai,T Shirt,2403.79,9,Online,21634.11,16325.32,5308.79,25.00%
Myntra,1006,13-11-2024,Q2,Delhi,Delhi,Sneakers,7535.09,6,Store,45210.54,32891.47,12319.07,27.00%
Myntra,1022,13-11-2024,Q2,Maharashtra,Mumbai,Jacket,5621.76,4,Store,22487.04,20106.55,2380.49,11.00%
Nike Store,1040,13-11-2024,Q1,Kerala,Kochi,Shorts,5937.12,6,Online,35622.72,28452.38,7170.34,20.00%
Amazon,1045,13-11-2024,Q4,Tamil Nadu,Chennai,T Shirt,11486.62,7,Online,80406.34,71031.41,9374.93,12.00%
Nike Store,1022,13-11-2024,Q4,Delhi,Delhi,T Shirt,10550.59,2,Online,21101.18,16565.99,4535.19,21.00%
Ajio,1027,13-11-2024,Q4,Delhi,Delhi,Sneakers,6076.37,9,Store,54687.33,39318.09,15369.24,28.00%
Amazon,1012,13-11-2024,Q4,Delhi,Delhi,Shorts,11501.89,7,Store,80513.23,64432.79,16080.44,20.00%
Nike Store,1019,13-11-2024,Q4,Delhi,Delhi,Running Shoes,11380.1,7,Online,79660.7,59833.5,19827.2,25.00%
Nike Store,1047,13-11-2024,Q3,Delhi,Delhi,Running Shoes,6039.11,4,Store,24156.44,17385.96,6770.48,28.00%
Myntra,1010,13-11-2024,Q2,Tamil Nadu,Chennai,Jacket,3386.48,5,Online,16932.4,13478.98,3453.42,20.00%
Ajio,1026,13-11-2024,Q2,Maharashtra,Mumbai,Jacket,5005.31,4,Online,20021.24,14976.05,5045.19,25.00%
Myntra,1027,13-11-2024,Q2,Delhi,Delhi,Shorts,7353.67,3,Store,22061.01,16329.48,5731.53,26.00%
Myntra,1049,13-11-2024,Q2,Karnataka,Bangalore,Shorts,4412.9,6,Store,26477.4,20811.42,5665.98,21.00%
Myntra,1007,13-11-2024,Q1,Karnataka,Bangalore,Sneakers,8690.95,3,Online,26072.85,21617.44,4455.41,17.00%
Nike Store,1038,13-11-2024,Q1,Delhi,Delhi,Jacket,3250.28,3,Online,9750.84,8256.45,1494.39,15.00%
Nike Store,1021,13-11-2024,Q4,Delhi,Delhi,Shorts,11417.52,3,Online,34252.56,29382.27,4870.29,14.00%
Myntra,1007,13-11-2024,Q4,Tamil Nadu,Chennai,T Shirt,2821.69,7,Online,19751.83,18761.71,990.12,5.00%
Ajio,1005,13-11-2024,Q3,Maharashtra,Mumbai,Shorts,5896.3,4,Online,23585.2,17488.58,6096.62,26.00%
Nike Store,1014,14-11-2024,Q1,Kerala,Kochi,Shorts,10474.63,1,Store,10474.63,8477.54,1997.09,19.00%
Ajio,1026,14-11-2024,Q2,Delhi,Delhi,Shorts,6614.21,5,Online,33071.05,25800.76,7270.29,22.00%
Nike Store,1016,14-11-2024,Q4,Delhi,Delhi,Sneakers,3623.2,9,Online,32608.8,29585.75,3023.05,9.00%
Ajio,1014,14-11-2024,Q2,Maharashtra,Mumbai,Shorts,5856.07,7,Store,40992.49,31286.63,9705.86,24.00%
Nike Store,1008,14-11-2024,Q3,Tamil Nadu,Chennai,Running Shoes,5408.55,2,Store,10817.1,9059.49,1757.61,16.00%
Flipkart,1015,14-11-2024,Q4,Karnataka,Bangalore,Sneakers,11600.98,7,Online,81206.86,69263.41,11943.45,15.00%
Flipkart,1029,14-11-2024,Q1,Karnataka,Bangalore,T Shirt,11673.36,2,Store,23346.72,19716.86,3629.86,16.00%
Myntra,1003,14-11-2024,Q3,Karnataka,Bangalore,T Shirt,6196.62,6,Store,37179.72,31134.69,6045.03,16.00%
Myntra,1001,14-11-2024,Q4,Tamil Nadu,Chennai,Jacket,3566.3,7,Online,24964.1,19341.23,5622.87,23.00%
Ajio,1007,14-11-2024,Q2,Kerala,Kochi,Shorts,3926.91,3,Store,11780.73,8745.03,3035.7,26.00%
Myntra,1014,14-11-2024,Q4,Tamil Nadu,Chennai,Sneakers,3189.19,7,Online,22324.33,15952.12,6372.21,29.00%
Flipkart,1048,14-11-2024,Q1,Delhi,Delhi,Jacket,3672.51,4,Online,14690.04,10824.99,3865.05,26.00%
Flipkart,1029,14-11-2024,Q4,Maharashtra,Mumbai,Jacket,6299.34,9,Online,56694.06,41979.79,14714.27,26.00%
Flipkart,1012,14-11-2024,Q2,Karnataka,Bangalore,Jacket,3729.96,9,Online,33569.64,27191.78,6377.86,19.00%
Nike Store,1047,14-11-2024,Q2,Kerala,Kochi,T Shirt,11271.58,7,Online,78901.06,66366.07,12534.99,16.00%
Flipkart,1041,14-11-2024,Q1,Tamil Nadu,Chennai,Jacket,9004.92,3,Online,27014.76,23032.72,3982.04,15.00%
Ajio,1024,14-11-2024,Q4,Delhi,Delhi,Shorts,4975.19,4,Online,19900.76,15033.37,4867.39,24.00%
Myntra,1024,14-11-2024,Q4,Kerala,Kochi,Jacket,7370.37,8,Online,58962.96,42941.43,16021.53,27.00%
Flipkart,1024,15-11-2024,Q2,Delhi,Delhi,Running Shoes,7293.35,1,Online,7293.35,5161.01,2132.34,29.00%
Nike Store,1026,15-11-2024,Q2,Kerala,Kochi,Jacket,10025.68,1,Store,10025.68,8721.97,1303.71,13.00%
Amazon,1019,15-11-2024,Q4,Kerala,Kochi,Sneakers,11260.28,1,Online,11260.28,9199.52,2060.76,18.00%
Amazon,1030,15-11-2024,Q2,Delhi,Delhi,Running Shoes,4550.31,7,Store,31852.17,25699.29,6152.88,19.00%
Amazon,1036,15-11-2024,Q4,Tamil Nadu,Chennai,Sneakers,8716.08,4,Store,34864.32,24647.2,10217.12,29.00%
