Order_ID,Units_Sold,Discount_Applied,Product_Name,Region,Gender_Category,Product_Line,MRP,Cost,Order_Date,Sales_Channel,Revenue,Profit,Size_Label
PUM352432,42,2.6,Puma Softride Enzo Neo Jr,Banglore,Kids,Training,6360,2910,02/12/2022,Online,260174.88,137954.88,M
PUM514828,20,13.9,Puma Future 7 Play FG Jr,Lucknow,Kids,Training,13020,7190,21/12/2023,Online,224204.4,80404.4,M
PUM650081,8,38.8,Puma Evolve Run Mesh Jr,Lucknow,Kids,Training,7600,2890,18/09/2022,In-Store,37209.6,14089.6,M
PUM217013,9,35.6,Puma Future 7 Play FG Jr,Hyderabad,Kids,Training,8570,4420,12/09/2022,Online,49671.72,9891.72,M
PUM849561,20,26.4,Puma Softride Enzo Neo Jr,Ahmedabad,Kids,Training,7170,3300,03/03/2024,In-Store,105542.4,39542.4,M
PUM298852,6,18.5,Puma Anzarun Lite Jr,Pune,Kids,Training,4810,1790,07/01/2022,In-Store,23520.9,12780.9,M
PUM130354,14,38.5,Puma Rise Jr,Mumbai,Kids,Training,12950,5140,18/03/2024,In-Store,111499.5,39539.5,M
PUM313256,35,40.3,Puma Attacanto Jr,Mumbai,Kids,Training,11750,5630,12/05/2024,In-Store,245516.25,48466.25,M
PUM515638,33,8.4,Puma Pacer Future Jr,Mumbai,Kids,Training,3150,1210,10/03/2022,In-Store,95218.2,55288.2,M
PUM277461,4,20.5,Puma King Match Jr FG,Pune,Kids,Training,4300,2520,05/03/2024,Online,13674,3594,M
PUM231211,17,16.9,Puma King Match Jr FG,Lucknow,Kids,Training,17120,8800,21/02/2024,Online,241854.24,92254.24,M
PUM301919,3,47.8,Puma Attacanto Jr,Jaipur,Kids,Training,4140,1990,14/07/2024,Online,6483.24,513.24,M
PUM121089,30,41.1,Puma Rise Jr,Hyderabad,Kids,Training,6260,2450,18/10/2022,In-Store,110614.2,37114.2,M
PUM632163,33,2.8,Puma Turin Jr,Delhi,Kids,Training,9660,4220,25/07/2023,In-Store,309854.16,170594.16,M
PUM134237,17,37.1,Puma Evolve Run Mesh Jr,Banglore,Kids,Training,8950,5160,21/08/2022,In-Store,95702.35,7982.35,M
PUM535182,39,28.7,Puma Pacer Future Jr,Jaipur,Kids,Training,11960,6370,25/07/2022,Online,332571.72,84141.72,M
PUM141995,42,18.9,Puma Attacanto Jr,Delhi,Kids,Training,18650,7080,12/08/2022,In-Store,635256.3,337896.3,M
PUM649859,7,45.1,Puma Softride Rift Jr,Banglore,Kids,Training,6640,2890,12/05/2024,Online,25517.52,5287.52,M
PUM568208,42,2.5,Puma Softride Rift Jr,Ahmedabad,Kids,Training,14430,6430,05/03/2022,In-Store,590908.5,320848.5,M
PUM846087,18,39.3,Puma Anzarun Lite Jr,Lucknow,Kids,Training,6910,4000,06/01/2022,Online,75498.66,3498.66,M
PUM925970,49,40.3,Puma Rise Jr,Ahmedabad,Kids,Training,11210,5470,20/06/2022,In-Store,327926.13,59896.13,M
PUM335845,39,4.1,Puma King Match Jr FG,Chennai,Kids,Training,6740,3230,06/12/2024,In-Store,252082.74,126112.74,M
PUM337792,43,49.8,Puma Attacanto Jr,Delhi,Kids,Training,4050,1840,17/01/2023,In-Store,87423.3,8303.3,M
PUM620481,14,0,Puma Attacanto Jr,Hyderabad,Kids,Training,5910,2890,17/03/2024,Online,82740,42280,M
PUM290994,38,3.6,Puma Future 7 Play FG Jr,Mumbai,Kids,Training,8030,4690,18/01/2024,Online,294154.96,115934.96,M
PUM105874,19,15.7,Puma King Match Jr FG,Banglore,Kids,Training,6560,3560,12/12/2023,Online,105071.52,37431.52,M
PUM105848,15,8.7,Puma Turin Jr,Mumbai,Kids,Training,16790,6730,08/09/2023,Online,229939.05,128989.05,M
PUM367309,14,4.1,Puma Future 7 Play FG Jr,Lucknow,Kids,Training,10420,4650,01/07/2023,In-Store,139898.92,74798.92,M
PUM906824,34,27.6,Puma Turin Jr,Pune,Kids,Training,10050,5540,10/04/2024,Online,247390.8,59030.8,M
PUM227949,42,19.6,Puma Future 7 Play FG Jr,Banglore,Kids,Training,7250,4150,04/02/2023,In-Store,244818,70518,M
PUM664400,15,16.6,Puma Future 7 Play FG Jr,Kolkata,Kids,Training,9300,3750,24/08/2024,In-Store,116343,60093,M
PUM536626,0,23.6,Puma Turin Jr,Mumbai,Kids,Lifestyle,3750,1580,13/05/2022,Online,0,0,S
PUM532592,0,20.9,Puma Softride Enzo Neo Jr,Chennai,Kids,Soccer,3710,1880,17/12/2024,Online,0,0,S
PUM772501,0,48.2,Puma All-Pro Nitro,Jaipur,Men,Training,3250,1810,09/05/2022,Online,0,0,M
PUM361682,0,32.4,Puma Retaliate 2,Chennai,Men,Lifestyle,2700,1520,18/12/2023,In-Store,0,0,Unknown
PUM128766,0,48.4,Puma King Match Jr FG,Kolkata,Kids,Running,8380,4180,03/01/2024,Online,0,0,S
PUM134987,0,2.3,Puma King Match Jr FG,Ahmedabad,Kids,Lifestyle,13570,7780,04/04/2023,Online,0,0,M
PUM320281,0,33,Puma Ella W,Lucknow,Women,Basketball,13810,7070,20/02/2024,In-Store,0,0,S
PUM583388,0,42.2,Puma Magnify Nitro 2,Delhi,Men,Training,8920,4180,19/08/2024,In-Store,0,0,M
PUM218415,0,0,Puma Playmaker Pro Jr,Jaipur,Kids,Basketball,3820,2250,07/04/2024,In-Store,0,0,Unknown
PUM194423,0,19.5,Puma Stewie 2 Team W,Kolkata,Women,Soccer,13870,4920,06/12/2022,Online,0,0,S
PUM328138,0,18.1,Puma Softride Premier,Banglore,Men,Basketball,13200,4810,31/05/2022,Online,0,0,S
PUM214834,0,19.9,Puma Suede Jr,Jaipur,Kids,Basketball,9210,5210,09/06/2023,In-Store,0,0,Unknown
PUM537734,0,12.9,Puma Suede Classic XXI,Ahmedabad,Men,Training,9950,4630,23/11/2022,Online,0,0,M
PUM934689,0,15.1,Puma Suede Jr,Delhi,Kids,Basketball,12790,7180,15/09/2022,Online,0,0,S
PUM906066,0,5.2,Puma Future Ultimate FG W,Pune,Women,Basketball,7780,3640,14/02/2023,Online,0,0,S
PUM959931,0,29.3,Puma Suede Jr,Chennai,Kids,Training,6190,3270,07/12/2023,In-Store,0,0,Unknown
PUM306706,0,42,Puma King Pro FG W,Lucknow,Women,Training,13220,6740,22/04/2024,Online,0,0,S
PUM202051,0,33,Puma Eternity Nitro 2,Ahmedabad,Men,Training,8150,2890,05/09/2024,Online,0,0,M
PUM295510,0,2,Puma ForeverRun Nitro,Jaipur,Women,Basketball,4740,1970,11/03/2024,Online,0,0,M
PUM331219,0,40.6,Puma Future 7 Play FG Jr,Jaipur,Kids,Running,12120,5040,12/01/2024,Online,0,0,S
PUM107047,0,12.6,Puma Vikky v3,Delhi,Women,Soccer,7770,3670,28/04/2024,Online,0,0,S
PUM135107,0,18.1,Puma Rise Jr,Delhi,Kids,Basketball,2900,1210,18/10/2022,In-Store,0,0,M
PUM691021,0,23.1,Puma Suede Classic XXI,Chennai,Men,Basketball,6670,3720,15/05/2024,In-Store,0,0,S
PUM687895,0,0.8,Puma King Platinum 21,Mumbai,Men,Lifestyle,5440,2320,23/02/2023,Online,0,0,M
PUM619992,0,38,Puma King Match Jr FG,Chennai,Kids,Soccer,10830,5810,09/02/2022,In-Store,0,0,S
PUM640952,0,40.3,Puma Velocity Nitro 3 W,Ahmedabad,Women,Lifestyle,13400,5090,02/10/2023,In-Store,0,0,Unknown
PUM529914,0,8.3,Puma Pacer Future Jr,Delhi,Kids,Soccer,7820,4250,19/04/2022,In-Store,0,0,M
PUM461038,0,5.7,Puma Smash v2 Jr,Chennai,Kids,Soccer,11550,4240,09/02/2023,In-Store,0,0,Unknown
PUM102850,0,26,Puma Evolve Run Mesh Jr,Kolkata,Kids,Training,16520,5980,14/11/2022,Online,0,0,M
PUM872067,0,0,Puma Retaliate 2 W,Mumbai,Women,Lifestyle,6860,2590,31/03/2024,Online,0,0,M
PUM699786,0,11.8,Puma Future Ultimate FG W,Jaipur,Women,Running,10810,5260,15/01/2023,Online,0,0,S
PUM894857,0,21.5,Puma Smash v2,Kolkata,Men,Training,6890,4120,04/07/2024,Online,0,0,S
PUM204480,0,30.6,Puma Future Rider,Banglore,Men,Running,7990,3920,13/04/2023,Online,0,0,S
PUM254124,0,43.2,Puma Softride Rift Jr,Pune,Kids,Soccer,7910,3480,09/05/2024,Online,0,0,S
PUM979907,0,26.6,Puma Scoot Zeros,Pune,Men,Soccer,6490,3610,30/06/2024,Online,0,0,M
PUM647579,0,8.8,Puma Retaliate 2,Lucknow,Men,Basketball,15700,5820,04/06/2023,Online,0,0,Unknown
PUM172712,0,33,Puma Stewie 2 Team W,Chennai,Women,Training,11980,5100,23/05/2024,Online,0,0,M
PUM357120,0,41.2,Puma Better Foam Prowl,Hyderabad,Men,Training,10390,5420,11/11/2023,In-Store,0,0,M
PUM111068,0,0,Puma Cali Dream,Kolkata,Women,Soccer,6640,2990,03/08/2024,Online,0,0,S
PUM223585,0,44.2,Puma King Match Jr FG,Ahmedabad,Kids,Training,13780,6540,12/01/2023,In-Store,0,0,S
PUM591534,0,11.2,Puma All-Pro Nitro,Lucknow,Men,Soccer,5060,2280,21/04/2022,Online,0,0,S
PUM805372,0,29.9,Puma Retaliate 2 W,Chennai,Women,Soccer,9850,4890,06/07/2022,Online,0,0,Unknown
PUM374233,0,10.4,Puma Future Ultimate FG W,Banglore,Women,Training,9710,4320,28/02/2022,In-Store,0,0,Unknown
PUM105178,0,30.3,Puma Velocity Nitro 3 W,Banglore,Women,Lifestyle,3050,1550,12/02/2022,In-Store,0,0,M
PUM648684,0,13.1,Puma Cali Dream,Mumbai,Women,Basketball,15650,6190,08/10/2022,In-Store,0,0,S
PUM556504,0,48.6,Puma Vikky v3,Ahmedabad,Women,Running,11430,6480,18/12/2023,In-Store,0,0,S
PUM186557,0,0,Puma Rise Jr,Ahmedabad,Kids,Soccer,11580,4940,25/07/2022,Online,0,0,Unknown
PUM619829,0,0,Puma Mayze Stack,Mumbai,Women,Running,3540,1250,30/07/2024,In-Store,0,0,Unknown
PUM807931,0,0,Puma Playmaker Pro Jr,Ahmedabad,Kids,Running,9680,4380,09/12/2022,Online,0,0,Unknown
PUM221364,8,46.5,Puma Pacer Future Jr,Unknown,Kids,Running,0,990,16/10/2024,In-Store,0,-7920,M
PUM480941,47,38.5,Puma Stewie 2 Team W,Kolkata,Women,Basketball,0,3080,14/07/2023,In-Store,0,-144760,M
PUM928404,4,38.2,Puma Retaliate 2 W,Chennai,Women,Training,0,3930,15/09/2022,Online,0,-15720,M
PUM318705,35,22.9,Puma Future Ultimate FG W,Jaipur,Women,Lifestyle,0,4370,07/09/2022,In-Store,0,-152950,S
PUM581284,3,41.8,Puma Ultra Ultimate FG,Banglore,Men,Running,0,4720,10/01/2023,In-Store,0,-14160,M
PUM281050,29,31.9,Puma Ella W,Delhi,Women,Basketball,0,0,16/07/2024,Online,0,0,M
PUM834565,10,21.5,Puma Future Ultimate FG W,Jaipur,Women,Soccer,0,4470,10/03/2023,In-Store,0,-44700,M
PUM629991,47,4.7,Puma Softride Rift Jr,Lucknow,Kids,Basketball,0,1620,15/05/2023,In-Store,0,-76140,M
PUM530522,24,37,Puma Vikky v3,Chennai,Women,Basketball,0,2220,10/02/2024,In-Store,0,-53280,S
PUM170735,2,17.7,Puma MB.03,Lucknow,Men,Lifestyle,0,2300,25/03/2024,Online,0,-4600,S
PUM248513,32,15.3,Puma Better Foam Prowl,Delhi,Men,Soccer,0,3030,31/03/2023,In-Store,0,-96960,M
PUM743123,46,34.2,Puma Rise Jr,Lucknow,Kids,Lifestyle,0,3850,08/05/2024,In-Store,0,-177100,Unknown
PUM178733,3,36.5,Puma Fuse 2.0 W,Hyderabad,Women,Soccer,0,2680,27/10/2024,In-Store,0,-8040,M
PUM749675,25,19.8,Puma Magnify Nitro 2,Ahmedabad,Men,Lifestyle,0,0,08/04/2022,Online,0,0,S
PUM435579,5,48.6,Puma Retaliate 2 W,Delhi,Women,Lifestyle,0,1640,11/03/2024,Online,0,-8200,S
PUM818470,11,32.7,Puma Turin Jr,Hyderabad,Kids,Running,0,2920,27/11/2022,Online,0,-32120,S
PUM614345,48,19.7,Puma Anzarun Lite Jr,Pune,Kids,Training,0,1930,21/12/2023,In-Store,0,-92640,Unknown
PUM189334,30,19.5,Puma Smash v2 Jr,Ahmedabad,Kids,Basketball,0,3010,30/12/2023,In-Store,0,-90300,S
PUM129751,35,1,Puma Anzarun Lite Jr,Lucknow,Kids,Soccer,0,2590,19/07/2024,In-Store,0,-90650,M
PUM934921,15,26.7,Puma Magnify Nitro 2 W,Chennai,Women,Running,0,1210,07/10/2022,Online,0,-18150,S
PUM356233,35,15.3,Puma Future 7 Play FG Jr,Delhi,Kids,Basketball,0,0,02/07/2022,In-Store,0,0,S
PUM493554,1,32,Puma Eternity Nitro 2,Chennai,Men,Running,0,2690,09/03/2023,Online,0,-2690,M
PUM779176,43,40.2,Puma Attacanto FG,Hyderabad,Men,Training,0,2550,26/11/2023,Online,0,-109650,M
PUM615934,30,4.8,Puma Magnify Nitro 2 W,Unknown,Women,Training,0,2010,25/04/2022,In-Store,0,-60300,S
PUM427297,12,21.6,Puma Future Ultimate FG,Kolkata,Men,Soccer,0,900,02/10/2024,In-Store,0,-10800,M
PUM315860,15,37.5,Puma All-Pro Nitro,Hyderabad,Men,Training,0,2280,05/02/2024,Online,0,-34200,S
PUM886507,4,9.9,Puma Ella W,Jaipur,Women,Lifestyle,0,4570,01/02/2022,In-Store,0,-18280,S
PUM352289,20,15.8,Puma Cali Dream,Mumbai,Women,Lifestyle,0,1820,31/05/2023,In-Store,0,-36400,M
PUM449877,0,33.4,Puma Rise Jr,Pune,Kids,Lifestyle,0,1300,04/01/2023,In-Store,0,0,S
PUM103172,29,0,Puma Pacer Future Jr,Lucknow,Kids,Running,0,2240,24/11/2022,Online,0,-64960,M
PUM242247,30,17.7,Puma Velocity Nitro 3 W,Hyderabad,Women,Basketball,0,1970,22/09/2023,In-Store,0,-59100,S
PUM165991,24,14,Puma Suede Jr,Lucknow,Kids,Training,0,2340,09/12/2023,In-Store,0,-56160,S
PUM864921,39,23.3,Puma RS-X,Ahmedabad,Men,Soccer,0,2160,04/06/2022,Online,0,-84240,M
PUM801025,22,46.2,Puma Fuse 2.0,Delhi,Men,Lifestyle,0,970,02/08/2024,In-Store,0,-21340,M
PUM893346,7,36.8,Puma Future Ultimate FG W,Banglore,Women,Soccer,0,4830,24/02/2024,In-Store,0,-33810,M
PUM263277,19,0.9,Puma Pacer Future Jr,Chennai,Kids,Running,0,3420,16/02/2023,In-Store,0,-64980,M
PUM728682,36,27.8,Puma Velocity Nitro 3 W,Hyderabad,Women,Soccer,0,0,18/10/2022,Online,0,0,S
PUM890157,41,5.1,Puma Softride Rift Jr,Lucknow,Kids,Lifestyle,0,1710,17/08/2022,Online,0,-70110,M
PUM672473,40,49.4,Puma Future 7 Play FG Jr,Chennai,Kids,Running,0,3640,29/03/2023,Online,0,-145600,M
PUM712638,30,2.4,Puma Softride Rift Jr,Kolkata,Kids,Lifestyle,0,1950,03/04/2022,In-Store,0,-58500,M
PUM948020,16,28.1,Puma Turin Jr,Unknown,Kids,Running,0,4930,02/01/2024,In-Store,0,-78880,Unknown
PUM602443,17,4.3,Puma Playmaker Pro Jr,Kolkata,Kids,Running,0,2440,08/11/2023,Online,0,-41480,S
PUM332949,1,30.8,Puma RS-X,Chennai,Men,Soccer,0,4160,30/09/2024,Online,0,-4160,M
PUM581115,22,21.4,Puma Ella W,Kolkata,Women,Lifestyle,0,590,20/04/2024,Online,0,-12980,M
PUM866084,3,28.8,Puma Run XX Nitro 2,Ahmedabad,Women,Soccer,0,3000,24/04/2023,In-Store,0,-9000,S
PUM475644,9,26.4,Puma Smash v2,Chennai,Men,Lifestyle,0,3740,22/02/2024,In-Store,0,-33660,M
PUM385765,33,24.5,Puma ForeverRun Nitro,Chennai,Women,Soccer,0,4970,02/02/2023,In-Store,0,-164010,M
PUM194264,12,23.6,Puma All-Pro Nitro,Kolkata,Men,Soccer,0,3560,19/09/2022,Online,0,-42720,M
PUM657694,11,11.7,Puma Softride Ruby W,Mumbai,Women,Lifestyle,0,710,05/12/2022,In-Store,0,-7810,M
PUM360864,16,13.9,Puma Fuse 2.0,Lucknow,Men,Training,0,590,02/01/2023,In-Store,0,-9440,Unknown
PUM685616,21,18.3,Puma Rise Jr,Pune,Kids,Running,0,4730,10/04/2024,In-Store,0,-99330,Unknown
PUM840327,8,17.6,Puma Attacanto FG,Kolkata,Men,Basketball,0,2810,15/01/2024,Online,0,-22480,M
PUM613811,36,30.4,Puma Velocity Nitro 3 W,Banglore,Women,Running,0,2450,10/04/2023,In-Store,0,-88200,M
PUM332779,1,3.5,Puma Softride Enzo Neo Jr,Lucknow,Kids,Lifestyle,0,1990,15/10/2022,Online,0,-1990,S
PUM551356,31,40.5,Puma Liberate Nitro 2,Unknown,Men,Basketball,0,1340,08/02/2024,Online,0,-41540,M
PUM246802,6,32.9,Puma Fuse 2.0 W,Kolkata,Women,Lifestyle,0,3650,06/08/2023,In-Store,0,-21900,Unknown
PUM756890,7,0,Puma Retaliate 2,Lucknow,Men,Soccer,0,4280,03/10/2024,In-Store,0,-29960,M
PUM412207,38,37.8,Puma Eternity Nitro 2,Mumbai,Men,Lifestyle,0,3050,20/11/2024,In-Store,0,-115900,M
PUM139240,9,1.5,Puma Smash v2 Jr,Chennai,Kids,Training,0,1750,03/10/2024,Online,0,-15750,S
PUM116816,15,24.3,Puma Vikky v3,Ahmedabad,Women,Lifestyle,0,800,08/08/2022,Online,0,-12000,Unknown
PUM146168,43,28.2,Puma Smash v2 Jr,Unknown,Kids,Lifestyle,0,2300,21/07/2023,Online,0,-98900,M
PUM510305,41,48.5,Puma Future 7 Play FG Jr,Ahmedabad,Kids,Basketball,0,3580,15/04/2024,In-Store,0,-146780,Unknown
PUM592904,47,27,Puma Rise Jr,Mumbai,Kids,Training,0,740,04/08/2023,Online,0,-34780,M
PUM549186,50,27.3,Puma Pacer Future Jr,Lucknow,Kids,Training,0,3170,21/11/2024,Online,0,-158500,S
PUM839142,10,11,Puma All-Pro Nitro W,Chennai,Women,Training,0,1980,29/06/2022,Online,0,-19800,S
PUM428742,38,0,Puma Softride Enzo Neo Jr,Kolkata,Kids,Running,0,0,06/02/2022,In-Store,0,0,S
PUM615311,24,43.4,Puma Scoot Zeros,Ahmedabad,Men,Running,0,2860,16/03/2024,Online,0,-68640,S
PUM308376,12,18.2,Puma Softride Rift Jr,Jaipur,Kids,Basketball,0,2910,17/12/2024,Online,0,-34920,M
PUM319781,3,34.3,Puma Vikky v3,Lucknow,Women,Training,0,3210,10/04/2023,Online,0,-9630,Unknown
PUM854219,33,18.3,Puma Suede Mayu W,Lucknow,Women,Lifestyle,0,0,04/02/2022,Online,0,0,M
PUM574622,0,5.9,Puma Kyron W,Jaipur,Women,Basketball,0,790,04/03/2024,In-Store,0,0,M
PUM158481,5,20.7,Puma All-Pro Nitro,Mumbai,Men,Lifestyle,0,4580,25/02/2024,In-Store,0,-22900,M
PUM800695,4,29.5,Puma Run XX Nitro 2,Banglore,Women,Basketball,0,3980,05/01/2023,Online,0,-15920,M
PUM727847,47,47,Puma Velocity Nitro 3,Mumbai,Men,Lifestyle,0,2130,08/01/2022,In-Store,0,-100110,M
PUM892420,32,44.5,Puma Stewie 2 Team W,Ahmedabad,Women,Running,0,1270,31/07/2022,Online,0,-40640,M
PUM950139,30,10.9,Puma Future 7 Play FG Jr,Chennai,Kids,Training,0,1050,03/05/2024,In-Store,0,-31500,S
PUM456804,14,26.6,Puma Orbit FG,Jaipur,Men,Basketball,0,2090,15/09/2023,In-Store,0,-29260,M
PUM299467,20,17,Puma Pacer Future Jr,Delhi,Kids,Basketball,0,1230,19/12/2022,Online,0,-24600,M
PUM597775,18,0,Puma Mayze Stack,Hyderabad,Women,Soccer,0,2450,07/02/2022,In-Store,0,-44100,S
PUM463448,14,9.6,Puma Stewie 2 Team W,Ahmedabad,Women,Lifestyle,0,1250,20/02/2022,In-Store,0,-17500,S
PUM370359,13,45.8,Puma Stewie 2,Pune,Men,Lifestyle,0,1160,07/06/2024,Online,0,-15080,Unknown
PUM501020,17,15,Puma Smash v2 Jr,Chennai,Kids,Basketball,14030,6300,21/08/2022,Online,202733.5,95633.5,L
PUM813510,35,0,Puma Playmaker Pro Jr,Kolkata,Kids,Lifestyle,14180,7280,04/06/2024,Online,496300,241500,L
PUM120824,10,6.3,Puma Anzarun Lite Jr,Pune,Kids,Training,4990,0,02/01/2023,Online,46756.3,46756.3,L
PUM313442,32,0.9,Puma Playmaker Pro Jr,Hyderabad,Kids,Basketball,5540,2920,07/04/2024,In-Store,175684.48,82244.48,L
PUM755236,13,41.5,Puma Turin Jr,Kolkata,Kids,Training,9240,4460,01/01/2024,Online,70270.2,12290.2,L
PUM498197,41,40.1,Puma Rise Jr,Banglore,Kids,Training,5610,0,22/07/2024,Online,137775.99,137775.99,L
PUM356305,10,42.4,Puma Evolve Run Mesh Jr,Banglore,Kids,Basketball,6850,3440,17/08/2022,Online,39456,5056,L
PUM486785,46,11,Puma Playmaker Pro Jr,Pune,Kids,Training,13660,7990,11/08/2023,Online,559240.4,191700.4,L
PUM508879,35,4.8,Puma Turin Jr,Hyderabad,Kids,Training,9420,4810,18/06/2023,Online,313874.4,145524.4,L
PUM721984,5,15,Puma Softride Rift Jr,Delhi,Kids,Basketball,5250,1970,17/01/2023,Online,22312.5,12462.5,L
PUM408538,18,16.3,Puma Smash v2 Jr,Chennai,Kids,Training,3550,2110,28/11/2022,Online,53484.3,15504.3,L
PUM538560,26,4,Puma Pacer Future Jr,Banglore,Kids,Soccer,8150,3410,13/04/2024,Online,203424,114764,L
PUM536416,1,10.1,Puma Pacer Future Jr,Pune,Kids,Lifestyle,12900,0,08/01/2024,In-Store,11597.1,11597.1,L
PUM923503,32,28.9,Puma Softride Rift Jr,Pune,Kids,Basketball,8920,4970,07/10/2023,Online,202947.84,43907.84,L
PUM702427,36,33.1,Puma King Match Jr FG,Ahmedabad,Kids,Basketball,4420,2020,06/03/2022,Online,106451.28,33731.28,L
PUM710623,47,4.5,Puma Softride Rift Jr,Mumbai,Kids,Training,16440,8550,09/11/2023,In-Store,737909.4,336059.4,L
PUM489518,8,33.7,Puma Anzarun Lite Jr,Mumbai,Kids,Soccer,13430,7870,07/06/2022,Online,71232.72,8272.72,L
PUM234024,12,19.4,Puma Softride Rift Jr,Chennai,Kids,Basketball,13370,5440,28/08/2024,Online,129314.64,64034.64,L
PUM673009,20,1.5,Puma Softride Enzo Neo Jr,Mumbai,Kids,Basketball,7940,3540,30/09/2022,In-Store,156418,85618,L
PUM873111,21,28.3,Puma Anzarun Lite Jr,Chennai,Kids,Running,6290,3290,12/05/2023,Online,94708.53,25618.53,L
PUM603335,18,11.7,Puma Softride Rift Jr,Pune,Kids,Lifestyle,9840,3910,13/06/2023,Online,156396.96,86016.96,L
PUM969140,17,28,Puma King Match Jr FG,Hyderabad,Kids,Soccer,10370,4500,24/04/2023,In-Store,126928.8,50428.8,L
PUM450067,16,39.5,Puma King Match Jr FG,Chennai,Kids,Basketball,6260,2620,03/08/2023,In-Store,60596.8,18676.8,L
PUM648701,7,40.3,Puma Rise Jr,Delhi,Kids,Lifestyle,4630,2530,11/10/2023,In-Store,19348.77,1638.77,L
PUM753842,50,0,Puma King Match Jr FG,Mumbai,Kids,Lifestyle,8210,3800,12/05/2023,Online,410500,220500,L
PUM886715,3,19.9,Puma Softride Rift Jr,Mumbai,Kids,Training,6610,2390,23/10/2024,Online,15883.83,8713.83,L
PUM710256,20,17.1,Puma Suede Jr,Kolkata,Kids,Basketball,9860,0,23/05/2023,Online,163478.8,163478.8,L
PUM369232,8,15.9,Puma Playmaker Pro Jr,Unknown,Kids,Running,16120,8470,14/05/2022,Online,108455.36,40695.36,L
PUM527440,15,0.6,Puma Evolve Run Mesh Jr,Mumbai,Kids,Basketball,7940,3070,07/03/2022,In-Store,118385.4,72335.4,L
PUM604938,7,7,Puma Rise Jr,Delhi,Kids,Basketball,10390,5280,08/08/2022,Online,67638.9,30678.9,L
PUM568940,13,27,Puma Attacanto Jr,Delhi,Kids,Basketball,6710,2960,17/01/2024,In-Store,63677.9,25197.9,L
PUM638040,9,1.1,Puma Softride Enzo Neo Jr,Jaipur,Kids,Soccer,11300,4020,15/04/2022,In-Store,100581.3,64401.3,L
PUM839389,6,48.8,Puma Turin Jr,Ahmedabad,Kids,Basketball,3950,1980,06/12/2024,Online,12134.4,254.4,L
PUM393947,7,11.7,Puma Softride Enzo Neo Jr,Chennai,Kids,Training,11930,4340,11/10/2023,In-Store,73739.33,43359.33,L
PUM886530,45,4.9,Puma Softride Rift Jr,Lucknow,Kids,Running,3160,1560,23/02/2024,In-Store,135232.2,65032.2,L
PUM191637,26,15.5,Puma Attacanto Jr,Pune,Kids,Soccer,4050,0,16/03/2024,In-Store,88978.5,88978.5,L
PUM244037,47,43.4,Puma Turin Jr,Banglore,Kids,Soccer,4280,1590,06/04/2022,Online,113856.56,39126.56,L
PUM698384,3,6.6,Puma Smash v2 Jr,Pune,Kids,Basketball,4820,2810,21/08/2022,In-Store,13505.64,5075.64,L
PUM111395,6,42.6,Puma Anzarun Lite Jr,Mumbai,Kids,Training,5010,2840,02/07/2023,Online,17254.44,214.44,L
PUM739206,1,18.6,Puma Playmaker Pro Jr,Kolkata,Kids,Training,10380,4940,09/05/2024,Online,8449.32,3509.32,L
PUM426902,20,31.3,Puma Rise Jr,Jaipur,Kids,Lifestyle,19800,7230,19/05/2022,In-Store,272052,127452,L
PUM649063,46,25.8,Puma Rise Jr,Jaipur,Kids,Running,7100,3790,09/11/2023,In-Store,242337.2,67997.2,L
PUM157433,31,38.1,Puma Future 7 Play FG Jr,Hyderabad,Kids,Soccer,8840,3400,05/12/2024,In-Store,169630.76,64230.76,L
PUM200701,35,44.4,Puma Evolve Run Mesh Jr,Delhi,Kids,Training,2740,1130,11/09/2022,In-Store,53320.4,13770.4,L
PUM223384,40,18.8,Puma Rise Jr,Delhi,Kids,Basketball,10730,5940,05/11/2022,In-Store,348510.4,110910.4,L
PUM398907,34,46.1,Puma Future 7 Play FG Jr,Pune,Kids,Training,11450,4780,30/05/2024,Online,209832.7,47312.7,L
PUM165142,41,10.7,Puma Turin Jr,Ahmedabad,Kids,Running,8110,4740,28/02/2022,Online,296931.43,102591.43,L
PUM297570,29,11.6,Puma Suede Jr,Pune,Kids,Soccer,8950,4450,15/02/2024,Online,229442.2,100392.2,L
PUM521370,10,0,Puma Softride Enzo Neo Jr,Hyderabad,Kids,Soccer,4470,2350,01/08/2022,Online,44700,21200,L
PUM776456,46,10.6,Puma Playmaker Pro Jr,Chennai,Kids,Basketball,8580,3240,06/04/2024,In-Store,352843.92,203803.92,L
PUM527417,44,14.1,Puma Rise Jr,Ahmedabad,Kids,Soccer,5440,2000,22/06/2022,Online,205610.24,117610.24,L
PUM706224,46,39.5,Puma Softride Rift Jr,Banglore,Kids,Training,6050,2910,07/11/2023,Online,168371.5,34511.5,L
PUM111908,9,41.2,Puma King Match Jr FG,Lucknow,Kids,Soccer,10140,3690,20/03/2022,Online,53660.88,20450.88,L
PUM617186,8,27.7,Puma Softride Enzo Neo Jr,Ahmedabad,Kids,Lifestyle,4150,2160,03/10/2024,In-Store,24003.6,6723.6,L
PUM177289,19,38.6,Puma Rise Jr,Pune,Kids,Training,5880,2190,10/03/2024,In-Store,68596.08,26986.08,L
PUM815997,8,16,Puma Softride Enzo Neo Jr,Mumbai,Kids,Training,4540,2120,14/11/2022,Online,30508.8,13548.8,L
